Algorithm.Type,String.Length,Duration,Fractional.Period,Run
naive,118014,2021923100,118014,5
smart,118014,1107300,118014,5
naive,125660,2339554100,125660,5
smart,125660,996100,125660,5
naive,133801,2635724500,133801,5
smart,133801,786800,133801,5
naive,142470,2984982400,142469,5
smart,142470,713100,142469,5
naive,151700,3376119200,151700,5
smart,151700,1058000,151700,5
naive,161528,3828573500,161528,5
smart,161528,1497700,161528,5
naive,171992,4473811400,171992,5
smart,171992,993100,171992,5
naive,183135,4906152800,183135,5
smart,183135,1586900,183135,5
naive,195000,5588111600,194997,5
smart,195000,1234900,194997,5
naive,207633,6292030600,207633,5
smart,207633,1372300,207633,5
naive,221085,7121659500,221085,5
smart,221085,1919200,221085,5
naive,235408,8081042200,235408,5
smart,235408,1623300,235408,5
naive,250659,9204598600,250659,5
smart,250659,1440400,250659,5
naive,266898,10404953600,266897,5
smart,266898,1722800,266897,5
naive,284190,11776093300,284189,5
smart,284190,1926100,284189,5
naive,302601,13411537600,302600,5
smart,302601,2186500,302600,5
naive,322206,15151941300,322206,5
smart,322206,1732500,322206,5
naive,343080,17206666800,343079,5
smart,343080,2434800,343079,5
naive,365307,19519337100,365302,5
smart,365307,2452800,365302,5
naive,388974,22085366400,388972,5
smart,388974,2681600,388972,5
naive,414174,25114635600,414174,5
smart,414174,2380400,414174,5
naive,441006,28419722100,441006,5
smart,441006,2743900,441006,5
naive,469577,32277514200,469577,5
smart,469577,3109100,469577,5
naive,500000,36799776400,500000,5
smart,500000,3587400,500000,5
naive,1000,176600,1000,6
smart,1000,2627,1000,6
naive,1064,181900,1064,6
smart,1064,2554,1064,6
naive,1133,200100,1131,6
smart,1133,2708,1131,6
naive,1207,229700,1203,6
smart,1207,3037,1203,6
naive,1285,262500,1284,6
smart,1285,4140,1284,6
naive,1368,365800,1367,6
smart,1368,10261,1367,6
naive,1457,436500,1456,6
smart,1457,4795,1456,6
naive,1551,510400,1551,6
smart,1551,4746,1551,6
naive,1652,446500,1651,6
smart,1652,9595,1651,6
naive,1759,486500,1759,6
smart,1759,5371,1759,6
naive,1873,510500,1873,6
smart,1873,5138,1873,6
naive,1994,626500,1994,6
smart,1994,6193,1994,6
naive,2123,651400,2123,6
smart,2123,6421,2123,6
naive,2261,750300,2261,6
smart,2261,16307,2261,6
naive,2408,965400,2408,6
smart,2408,8148,2408,6
naive,2564,1557300,2563,6
smart,2564,14621,2563,6
naive,2730,1132900,2730,6
smart,2730,12070,2730,6
naive,2907,1221200,2906,6
smart,2907,13940,2906,6
naive,3095,1373700,3095,6
smart,3095,18263,3095,6
naive,3295,1577700,3295,6
smart,3295,18436,3295,6
naive,3509,2759000,3509,6
smart,3509,18909,3509,6
naive,3736,2053700,3735,6
smart,3736,20430,3735,6
naive,3978,2314000,3977,6
smart,3978,17525,3977,6
naive,4236,2632300,4236,6
smart,4236,24544,4236,6
naive,4511,3596300,4511,6
smart,4511,26087,4511,6
naive,4803,3493000,4796,6
smart,4803,28642,4796,6
naive,5114,5249200,5114,6
smart,5114,33633,5114,6
naive,5446,4767000,5446,6
smart,5446,32585,5446,6
naive,5798,6361800,5797,6
smart,5798,29157,5797,6
naive,6174,5548100,6171,6
smart,6174,34150,6171,6
naive,6574,6636900,6574,6
smart,6574,37300,6574,6
naive,7000,9971900,7000,6
smart,7000,45160,7000,6
naive,7454,10270900,7454,6
smart,7454,41180,7454,6
naive,7937,11201000,7937,6
smart,7937,50275,7937,6
naive,8451,13234000,8451,6
smart,8451,56600,8451,6
naive,8998,12328400,8996,6
smart,8998,53675,8996,6
naive,9581,15179500,9581,6
smart,9581,62150,9581,6
naive,10202,17923700,10202,6
smart,10202,57150,10202,6
naive,10863,18728100,10863,6
smart,10863,61900,10863,6
naive,11567,22012200,11567,6
smart,11567,75000,11567,6
naive,12316,24775900,12315,6
smart,12316,68433,12315,6
naive,13114,30856900,13114,6
smart,13114,90633,13114,6
naive,13964,31683400,13963,6
smart,13964,93633,13963,6
naive,14868,35748900,14866,6
smart,14868,104550,14866,6
naive,15832,40726900,15832,6
smart,15832,105800,15832,6
naive,16857,45471900,16856,6
smart,16857,116300,16856,6
naive,17950,50839200,17950,6
smart,17950,125050,17950,6
naive,19113,56452200,19112,6
smart,19113,134050,19112,6
naive,20351,63153500,20349,6
smart,20351,141700,20349,6
naive,21669,71787100,21669,6
smart,21669,109700,21669,6
naive,23073,79218400,23070,6
smart,23073,154550,23070,6
naive,24568,91175000,24567,6
smart,24568,144300,24567,6
naive,26160,100316500,26159,6
smart,26160,183900,26159,6
naive,27854,114104600,27853,6
smart,27854,158500,27853,6
naive,29659,131059800,29659,6
smart,29659,210900,29659,6
naive,31581,145716700,31581,6
smart,31581,339800,31581,6
naive,33627,165346600,33627,6
smart,33627,283300,33627,6
naive,35805,187757700,35804,6
smart,35805,315400,35804,6
naive,38125,214096800,38124,6
smart,38125,334000,38124,6
naive,40595,240924100,40594,6
smart,40595,311300,40594,6
naive,43225,275166100,43225,6
smart,43225,334000,43225,6
naive,46025,310081200,46025,6
smart,46025,385600,46025,6
naive,49007,351859500,49007,6
smart,49007,474600,49007,6
naive,52182,423318800,52181,6
smart,52182,368900,52181,6
naive,55563,452680900,55563,6
smart,55563,381400,55563,6
naive,59163,511725900,59162,6
smart,59163,652200,59162,6
naive,62996,577227700,62995,6
smart,62996,364000,62995,6
naive,67077,652886200,67076,6
smart,67077,478300,67076,6
naive,71422,741284200,71421,6
smart,71422,451100,71421,6
naive,76050,896939300,76049,6
smart,76050,518600,76049,6
naive,80977,957800900,80977,6
smart,80977,593400,80977,6
naive,86223,1082195100,86222,6
smart,86223,523000,86222,6
naive,91809,1224846600,91808,6
smart,91809,698500,91808,6
naive,97757,1431857000,97757,6
smart,97757,762800,97757,6
naive,104090,1570337900,104089,6
smart,104090,780200,104089,6
naive,110834,1861458300,110833,6
smart,110834,707900,110833,6
naive,118014,2020268000,118012,6
smart,118014,873100,118012,6
naive,125660,2368809700,125659,6
smart,125660,820900,125659,6
naive,133801,2635619200,133799,6
smart,133801,780800,133799,6
naive,142470,2941275200,142470,6
smart,142470,1073300,142470,6
naive,151700,3595365800,151700,6
smart,151700,1065500,151700,6
naive,161528,3825878000,161528,6
smart,161528,1341400,161528,6
naive,171992,4329536900,171991,6
smart,171992,1205600,171991,6
naive,183135,4915277500,183134,6
smart,183135,1474100,183134,6
naive,195000,5590859900,195000,6
smart,195000,1044200,195000,6
naive,207633,6292301900,207633,6
smart,207633,1182800,207633,6
naive,221085,7123513400,221082,6
smart,221085,1501000,221082,6
naive,235408,8073921200,235408,6
smart,235408,1566900,235408,6
naive,250659,9455112400,250659,6
smart,250659,1667800,250659,6
naive,266898,10404926700,266895,6
smart,266898,1479300,266895,6
naive,284190,11777147900,284190,6
smart,284190,2194600,284190,6
naive,302601,13400003500,302600,6
smart,302601,1714500,302600,6
naive,322206,15328691100,322205,6
smart,322206,2181400,322205,6
naive,343080,17202257500,343080,6
smart,343080,2146000,343080,6
naive,365307,19511203000,365307,6
smart,365307,2476200,365307,6
naive,388974,22100299600,388974,6
smart,388974,2803200,388974,6
naive,414174,25123263000,414172,6
smart,414174,2699500,414172,6
naive,441006,28415869200,441005,6
smart,441006,3058300,441005,6
naive,469577,32408576400,469577,6
smart,469577,2979000,469577,6
naive,500000,36492785900,499999,6
smart,500000,3419900,499999,6
