Algorithm.Type,String.Length,Duration,Fractional.Period,Run
naive,142470,2964499400,142469,1
smart,142470,1093800,142469,1
naive,151700,3368857600,151700,1
smart,151700,1194000,151700,1
naive,161528,3865245700,161527,1
smart,161528,899900,161527,1
naive,171992,4420182000,171992,1
smart,171992,1270600,171992,1
naive,183135,4941272300,183135,1
smart,183135,1570600,183135,1
naive,195000,5578650300,195000,1
smart,195000,1301900,195000,1
naive,207633,6296880000,207633,1
smart,207633,1543300,207633,1
naive,221085,7139822500,221079,1
smart,221085,1463800,221079,1
naive,235408,8079751000,235408,1
smart,235408,1514400,235408,1
naive,250659,9206794100,250658,1
smart,250659,1869600,250658,1
naive,266898,10424054500,266898,1
smart,266898,2019900,266898,1
naive,284190,11923362800,284190,1
smart,284190,1610200,284190,1
naive,302601,13414391700,302601,1
smart,302601,1684600,302601,1
naive,322206,15192357400,322205,1
smart,322206,2075700,322205,1
naive,343080,17245656100,343080,1
smart,343080,2444700,343080,1
naive,365307,19520926400,365306,1
smart,365307,2452000,365306,1
naive,388974,22133847700,388974,1
smart,388974,2751800,388974,1
naive,414174,25045428200,414174,1
smart,414174,2742700,414174,1
naive,441006,28592018800,441005,1
smart,441006,2762700,441005,1
naive,469577,32316739300,469576,1
smart,469577,3218400,469576,1
naive,500000,36559981700,499998,1
smart,500000,3618200,499998,1
naive,1000,244200,994,2
smart,1000,3474,994,2
naive,1064,251500,1063,2
smart,1064,3608,1063,2
naive,1133,335900,1132,2
smart,1133,5627,1132,2
naive,1207,415300,1207,2
smart,1207,4204,1207,2
naive,1285,341400,1285,2
smart,1285,3626,1285,2
naive,1368,421400,1368,2
smart,1368,3667,1368,2
naive,1457,534600,1457,2
smart,1457,12631,1457,2
naive,1551,666600,1550,2
smart,1551,4939,1550,2
naive,1652,642400,1651,2
smart,1652,5440,1651,2
naive,1759,580700,1756,2
smart,1759,7474,1756,2
naive,1873,515000,1873,2
smart,1873,11357,1873,2
naive,1994,871200,1993,2
smart,1994,6750,1993,2
naive,2123,758100,2122,2
smart,2123,12681,2122,2
naive,2261,1066500,2261,2
smart,2261,20410,2261,2
naive,2408,1094900,2408,2
smart,2408,12693,2408,2
naive,2564,1671400,2563,2
smart,2564,14521,2563,2
naive,2730,1055900,2730,2
smart,2730,11538,2730,2
naive,2907,1224900,2904,2
smart,2907,10490,2904,2
naive,3095,1851000,3094,2
smart,3095,21010,3094,2
naive,3295,1931300,3293,2
smart,3295,31114,3293,2
naive,3509,1798700,3509,2
smart,3509,15930,3509,2
naive,3736,2033900,3736,2
smart,3736,18763,3736,2
naive,3978,3811900,3978,2
smart,3978,43700,3978,2
naive,4236,2809300,4236,2
smart,4236,25325,4236,2
naive,4511,2960000,4510,2
smart,4511,19054,4510,2
naive,4803,4710800,4803,2
smart,4803,23244,4803,2
naive,5114,3973900,5114,2
smart,5114,26662,5114,2
naive,5446,5128200,5446,2
smart,5446,26412,5446,2
naive,5798,6868800,5798,2
smart,5798,34933,5798,2
naive,6174,5578600,6174,2
smart,6174,41460,6174,2
naive,6574,7094100,6573,2
smart,6574,43860,6573,2
naive,7000,9494200,6999,2
smart,7000,44320,6999,2
naive,7454,10451800,7453,2
smart,7454,47580,7453,2
naive,7937,11563800,7936,2
smart,7937,52725,7936,2
naive,8451,12621100,8451,2
smart,8451,48100,8451,2
naive,8998,12660500,8997,2
smart,8998,108050,8997,2
naive,9581,15816900,9581,2
smart,9581,66966,9581,2
naive,10202,17217600,10201,2
smart,10202,55925,10201,2
naive,10863,19916500,10860,2
smart,10863,76300,10860,2
naive,11567,22232500,11566,2
smart,11567,74666,11566,2
naive,12316,26101700,12316,2
smart,12316,81833,12316,2
naive,13114,28868200,13114,2
smart,13114,90800,13114,2
naive,13964,32999800,13964,2
smart,13964,87866,13964,2
naive,14868,38537100,14867,2
smart,14868,93400,14867,2
naive,15832,40674500,15831,2
smart,15832,87800,15831,2
naive,16857,47244400,16856,2
smart,16857,110500,16856,2
naive,17950,50530800,17950,2
smart,17950,115950,17950,2
naive,19113,59943300,19112,2
smart,19113,131950,19112,2
naive,20351,65294100,20351,2
smart,20351,134100,20351,2
naive,21669,73997000,21669,2
smart,21669,133800,21669,2
naive,23073,81182000,23073,2
smart,23073,139900,23073,2
naive,24568,90825700,24568,2
smart,24568,171250,24568,2
naive,26160,101607400,26160,2
smart,26160,183950,26160,2
naive,27854,115490700,27854,2
smart,27854,201900,27854,2
naive,29659,135704100,29659,2
smart,29659,171300,29659,2
naive,31581,163203200,31581,2
smart,31581,201400,31581,2
naive,33627,167379900,33626,2
smart,33627,267000,33626,2
naive,35805,186997300,35805,2
smart,35805,353700,35805,2
naive,38125,213952000,38125,2
smart,38125,275500,38125,2
naive,40595,240828900,40592,2
smart,40595,263100,40592,2
naive,43225,272820500,43225,2
smart,43225,363900,43225,2
naive,46025,311826100,46025,2
smart,46025,353300,46025,2
naive,49007,349998300,49006,2
smart,49007,393200,49006,2
naive,52182,415796000,52182,2
smart,52182,388400,52182,2
naive,55563,449152100,55563,2
smart,55563,439400,55563,2
naive,59163,511630600,59163,2
smart,59163,449100,59163,2
naive,62996,689833000,62994,2
smart,62996,340100,62994,2
naive,67077,760236100,67077,2
smart,67077,399000,67077,2
naive,71422,839004100,71422,2
smart,71422,733100,71422,2
naive,76050,839404900,76050,2
smart,76050,743600,76050,2
naive,80977,953956400,80977,2
smart,80977,551000,80977,2
naive,86223,1080631500,86223,2
smart,86223,639300,86223,2
naive,91809,1261920700,91809,2
smart,91809,636900,91809,2
naive,97757,1390142900,97756,2
smart,97757,572500,97756,2
naive,104090,1619951600,104089,2
smart,104090,658000,104089,2
naive,110834,1791340900,110834,2
smart,110834,733600,110834,2
naive,118014,2065314900,118014,2
smart,118014,851300,118014,2
naive,125660,2291870700,125660,2
smart,125660,862300,125660,2
naive,133801,2683363600,133800,2
smart,133801,961100,133800,2
naive,142470,3019731800,142470,2
smart,142470,1023600,142470,2
naive,151700,3405949300,151700,2
smart,151700,1026500,151700,2
naive,161528,3861939100,161528,2
smart,161528,1161600,161528,2
naive,171992,4383556300,171991,2
smart,171992,1202900,171991,2
naive,183135,4949697400,183135,2
smart,183135,1338400,183135,2
naive,195000,5699183600,194993,2
smart,195000,1346100,194993,2
naive,207633,6301604400,207633,2
smart,207633,1453800,207633,2
naive,221085,7151156500,221085,2
smart,221085,1475900,221085,2
naive,235408,8102882200,235406,2
smart,235408,1500700,235406,2
naive,250659,9196227000,250657,2
smart,250659,1665600,250657,2
naive,266898,10410980300,266897,2
smart,266898,1870100,266897,2
naive,284190,11769625200,284189,2
smart,284190,2319800,284189,2
naive,302601,13392480900,302600,2
smart,302601,2306400,302600,2
naive,322206,15170389400,322201,2
smart,322206,2242200,322201,2
naive,343080,17208308700,343080,2
smart,343080,2475900,343080,2
naive,365307,19505981500,365307,2
smart,365307,2721700,365307,2
naive,388974,22197858000,388973,2
smart,388974,2444500,388973,2
naive,414174,25469410500,414173,2
smart,414174,2735700,414173,2
naive,441006,30787545400,441006,2
smart,441006,2840100,441006,2
naive,469577,32230124100,469576,2
smart,469577,3210100,469576,2
naive,500000,36656500900,500000,2
smart,500000,3591100,500000,2
naive,1000,216700,1000,3
smart,1000,3451,1000,3
naive,1064,177950,1064,3
smart,1064,3781,1064,3
naive,1133,202500,1131,3
smart,1133,2964,1131,3
naive,1207,228100,1207,3
smart,1207,3350,1207,3
naive,1285,447500,1284,3
smart,1285,4464,1284,3
naive,1368,551900,1368,3
smart,1368,4402,1368,3
naive,1457,385200,1457,3
smart,1457,6736,1457,3
naive,1551,554500,1546,3
smart,1551,17891,1546,3
naive,1652,728500,1648,3
smart,1652,12752,1648,3
naive,1759,686500,1758,3
smart,1759,7773,1758,3
naive,1873,688700,1873,3
smart,1873,9614,1873,3
naive,1994,550100,1994,3
smart,1994,10536,1994,3
naive,2123,646900,2123,3
smart,2123,9695,2123,3
naive,2261,1509900,2260,3
smart,2261,10915,2260,3
naive,2408,939200,2407,3
smart,2408,15300,2407,3
naive,2564,919600,2564,3
smart,2564,15761,2564,3
naive,2730,1072600,2730,3
smart,2730,247780,2730,3
naive,2907,1224200,2906,3
smart,2907,20690,2906,3
naive,3095,2874000,3094,3
smart,3095,18709,3094,3
naive,3295,2274100,3294,3
smart,3295,21040,3294,3
naive,3509,1788600,3508,3
smart,3509,26887,3508,3
naive,3736,2008200,3736,3
smart,3736,104950,3736,3
naive,3978,2866400,3975,3
smart,3978,31128,3975,3
naive,4236,3229000,4236,3
smart,4236,30714,4236,3
naive,4511,4217800,4510,3
smart,4511,127250,4510,3
naive,4803,3704600,4802,3
smart,4803,21640,4802,3
naive,5114,4158300,5114,3
smart,5114,201000,5114,3
naive,5446,5149700,5442,3
smart,5446,35233,5442,3
naive,5798,6356900,5795,3
smart,5798,43280,5795,3
naive,6174,5722200,6172,3
smart,6174,33966,6172,3
naive,6574,7385100,6571,3
smart,6574,40980,6571,3
naive,7000,9432700,7000,3
smart,7000,35783,7000,3
naive,7454,10488300,7453,3
smart,7454,46800,7453,3
naive,7937,12279200,7937,3
smart,7937,52500,7937,3
naive,8451,12968400,8451,3
smart,8451,55075,8451,3
naive,8998,12419400,8998,3
smart,8998,79366,8998,3
naive,9581,16441200,9581,3
smart,9581,61150,9581,3
naive,10202,17762100,10201,3
smart,10202,67500,10201,3
naive,10863,20615600,10862,3
smart,10863,76400,10862,3
naive,11567,23227700,11567,3
smart,11567,73566,11567,3
naive,12316,26458900,12315,3
smart,12316,80333,12315,3
naive,13114,28766600,13113,3
smart,13114,87966,13113,3
naive,13964,32959200,13964,3
smart,13964,93566,13964,3
naive,14868,37048200,14867,3
smart,14868,86900,14867,3
naive,15832,40235500,15831,3
smart,15832,91966,15831,3
naive,16857,46661000,16856,3
smart,16857,108500,16856,3
naive,17950,50688200,17950,3
smart,17950,132100,17950,3
naive,19113,58638200,19113,3
smart,19113,136650,19113,3
naive,20351,66350100,20351,3
smart,20351,141850,20351,3
naive,21669,100184800,21669,3
smart,21669,109050,21669,3
naive,23073,80426700,23070,3
smart,23073,156500,23070,3
naive,24568,90292500,24568,3
smart,24568,164300,24568,3
naive,26160,102327700,26160,3
smart,26160,171700,26160,3
naive,27854,117012100,27852,3
smart,27854,186050,27852,3
naive,29659,129987600,29659,3
smart,29659,167850,29659,3
naive,31581,148751500,31581,3
smart,31581,219100,31581,3
naive,33627,165631300,33627,3
smart,33627,255400,33627,3
naive,35805,189856000,35805,3
smart,35805,312700,35805,3
naive,38125,211177400,38125,3
smart,38125,309700,38125,3
naive,40595,243045800,40593,3
smart,40595,322500,40593,3
naive,43225,274132600,43224,3
smart,43225,358400,43224,3
naive,46025,308934800,46025,3
smart,46025,354300,46025,3
naive,49007,381448800,49007,3
smart,49007,353300,49007,3
naive,52182,397688500,52182,3
smart,52182,352700,52182,3
naive,55563,450535400,55562,3
smart,55563,449400,55562,3
naive,59163,512080000,59163,3
smart,59163,620600,59163,3
naive,62996,577429600,62996,3
smart,62996,503100,62996,3
naive,67077,655545700,67075,3
smart,67077,455000,67075,3
naive,71422,743765900,71422,3
smart,71422,563500,71422,3
naive,76050,854258000,76050,3
smart,76050,619500,76050,3
naive,80977,956104600,80975,3
smart,80977,555000,80975,3
naive,86223,1080210400,86223,3
smart,86223,601400,86223,3
naive,91809,1310642700,91809,3
smart,91809,664400,91809,3
naive,97757,1389171200,97756,3
smart,97757,603200,97756,3
naive,104090,1573664700,104090,3
smart,104090,719100,104090,3
naive,110834,1816721900,110833,3
smart,110834,775400,110833,3
naive,118014,2016945300,118013,3
smart,118014,754300,118013,3
naive,125660,2298886500,125660,3
smart,125660,835900,125660,3
naive,133801,2675410700,133801,3
smart,133801,1067400,133801,3
naive,142470,2976671200,142467,3
smart,142470,852100,142467,3
naive,151700,3395962600,151698,3
smart,151700,839100,151698,3
naive,161528,3818978000,161528,3
smart,161528,1271000,161528,3
naive,171992,4360175800,171990,3
smart,171992,955800,171990,3
naive,183135,4963985600,183135,3
smart,183135,1343000,183135,3
naive,195000,5608261200,194999,3
smart,195000,1352600,194999,3
naive,207633,6283348200,207633,3
smart,207633,1595500,207633,3
naive,221085,7123190400,221083,3
smart,221085,1768000,221083,3
naive,235408,8128567200,235407,3
smart,235408,1598500,235407,3
naive,250659,9198248200,250659,3
smart,250659,1676600,250659,3
naive,266898,10400997500,266897,3
smart,266898,1497200,266897,3
naive,284190,11806791100,284190,3
smart,284190,2315300,284190,3
naive,302601,13385268900,302600,3
smart,302601,1667200,302600,3
naive,322206,15247803200,322205,3
smart,322206,2175700,322205,3
naive,343080,17213803100,343080,3
smart,343080,2139600,343080,3
naive,365307,19490751900,365305,3
smart,365307,2021400,365305,3
naive,388974,22080301700,388972,3
smart,388974,2965700,388972,3
naive,414174,25092340600,414174,3
smart,414174,2271600,414174,3
naive,441006,28401648500,441004,3
smart,441006,3422200,441004,3
naive,469577,32443018600,469576,3
smart,469577,2938200,469576,3
naive,500000,36658656600,500000,3
smart,500000,3490800,500000,3
naive,1000,178300,1000,4
smart,1000,3608,1000,4
naive,1064,181450,1061,4
smart,1064,4880,1061,4
naive,1133,203900,1133,4
smart,1133,4819,1133,4
naive,1207,227500,1207,4
smart,1207,4702,1207,4
naive,1285,410500,1284,4
smart,1285,3406,1284,4
naive,1368,338700,1368,4
smart,1368,3859,1368,4
naive,1457,325800,1457,4
smart,1457,4034,1457,4
naive,1551,633800,1551,4
smart,1551,11416,1551,4
naive,1652,517500,1652,4
smart,1652,6776,1652,4
naive,1759,486600,1758,4
smart,1759,5100,1758,4
naive,1873,506300,1872,4
smart,1873,5677,1872,4
naive,1994,602400,1994,4
smart,1994,11461,1994,4
naive,2123,688000,2123,4
smart,2123,7003,2123,4
naive,2261,1302200,2260,4
smart,2261,8566,2260,4
naive,2408,946100,2408,4
smart,2408,10125,2408,4
naive,2564,1323300,2564,4
smart,2564,24780,2564,4
naive,2730,1102300,2730,4
smart,2730,10921,2730,4
naive,2907,1220800,2907,4
smart,2907,13546,2907,4
naive,3095,1379400,3094,4
smart,3095,21650,3094,4
naive,3295,1895500,3293,4
smart,3295,18372,3293,4
naive,3509,3006700,3509,4
smart,3509,30028,3509,4
naive,3736,2041200,3736,4
smart,3736,20990,3736,4
naive,3978,3350600,3978,4
smart,3978,22444,3978,4
naive,4236,3208200,4236,4
smart,4236,21670,4236,4
naive,4511,2968400,4510,4
smart,4511,23577,4510,4
naive,4803,4144600,4802,4
smart,4803,60050,4802,4
naive,5114,3936100,5114,4
smart,5114,31142,5114,4
naive,5446,6004700,5444,4
smart,5446,36533,5444,4
naive,5798,4923600,5798,4
smart,5798,36333,5798,4
naive,6174,6836500,6174,4
smart,6174,36900,6174,4
naive,6574,8768400,6573,4
smart,6574,43940,6573,4
naive,7000,8622500,6999,4
smart,7000,39333,6999,4
naive,7454,9367700,7454,4
smart,7454,51950,7454,4
naive,7937,10445500,7937,4
smart,7937,42600,7937,4
naive,8451,12408400,8451,4
smart,8451,46340,8451,4
naive,8998,19822900,8998,4
smart,8998,57650,8998,4
naive,9581,23185400,9581,4
smart,9581,66766,9581,4
naive,10202,17406000,10202,4
smart,10202,74800,10202,4
naive,10863,19041500,10863,4
smart,10863,71000,10863,4
naive,11567,25011000,11567,4
smart,11567,62875,11567,4
naive,12316,27021600,12316,4
smart,12316,84366,12316,4
naive,13114,27160800,13113,4
smart,13114,132050,13113,4
naive,13964,32481300,13964,4
smart,13964,94533,13964,4
naive,14868,36794100,14868,4
smart,14868,85000,14868,4
naive,15832,39882800,15830,4
smart,15832,88233,15830,4
naive,16857,46114000,16853,4
smart,16857,112650,16853,4
naive,17950,52124300,17950,4
smart,17950,103100,17950,4
naive,19113,57401100,19113,4
smart,19113,136400,19113,4
naive,20351,63754500,20351,4
smart,20351,128850,20351,4
naive,21669,73852300,21668,4
smart,21669,129350,21668,4
naive,23073,81788600,23073,4
smart,23073,169750,23073,4
naive,24568,90325100,24568,4
smart,24568,128100,24568,4
naive,26160,102653700,26159,4
smart,26160,181000,26159,4
naive,27854,116270600,27854,4
smart,27854,215300,27854,4
naive,29659,133987900,29657,4
smart,29659,173000,29657,4
naive,31581,147747100,31580,4
smart,31581,318000,31580,4
naive,33627,166779800,33626,4
smart,33627,285600,33626,4
naive,35805,187409200,35803,4
smart,35805,238600,35803,4
naive,38125,214467000,38125,4
smart,38125,333900,38125,4
naive,40595,241131200,40595,4
smart,40595,296400,40595,4
naive,43225,272082700,43224,4
smart,43225,347400,43224,4
naive,46025,308745100,46025,4
smart,46025,402100,46025,4
naive,49007,365366300,49005,4
smart,49007,265700,49005,4
naive,52182,395353300,52182,4
smart,52182,404100,52182,4
naive,55563,451923300,55563,4
smart,55563,411000,55563,4
naive,59163,512204100,59163,4
smart,59163,388500,59163,4
naive,62996,576230700,62996,4
smart,62996,475600,62996,4
naive,67077,654097500,67077,4
smart,67077,443700,67077,4
naive,71422,743646600,71420,4
smart,71422,608600,71420,4
naive,76050,876089400,76049,4
smart,76050,537600,76049,4
naive,80977,956323300,80977,4
smart,80977,613600,80977,4
naive,86223,1079799400,86222,4
smart,86223,660200,86222,4
naive,91809,1301501800,91809,4
smart,91809,484300,91809,4
naive,97757,1394654300,97757,4
smart,97757,917600,97757,4
naive,104090,1572835600,104090,4
smart,104090,815300,104090,4
naive,110834,1863147600,110834,4
smart,110834,781800,110834,4
naive,118014,2017829600,118013,4
smart,118014,729600,118013,4
naive,125660,2302301400,125659,4
smart,125660,758900,125659,4
naive,133801,2677532300,133801,4
smart,133801,929700,133801,4
naive,142470,2981140300,142470,4
smart,142470,970000,142470,4
naive,151700,3339705700,151700,4
smart,151700,866400,151700,4
naive,161528,3816774400,161527,4
smart,161528,1228500,161527,4
naive,171992,4359594000,171990,4
smart,171992,1124700,171990,4
naive,183135,5208679900,183133,4
smart,183135,1189000,183133,4
naive,195000,5639703900,195000,4
smart,195000,1263800,195000,4
naive,207633,6292414700,207632,4
smart,207633,1419600,207632,4
naive,221085,7124615100,221085,4
smart,221085,1653700,221085,4
naive,235408,8100159100,235408,4
smart,235408,1531900,235408,4
naive,250659,9190157600,250659,4
smart,250659,1410300,250659,4
naive,266898,10555606900,266898,4
smart,266898,1806200,266898,4
naive,284190,11778929000,284189,4
smart,284190,1883000,284189,4
naive,302601,13404712500,302600,4
smart,302601,2071200,302600,4
naive,322206,15150581500,322205,4
smart,322206,1851500,322205,4
naive,343080,17196123500,343080,4
smart,343080,2155900,343080,4
naive,365307,19541692500,365305,4
smart,365307,2335600,365305,4
naive,388974,22112632400,388973,4
smart,388974,2743000,388973,4
naive,414174,25104265800,414174,4
smart,414174,2406400,414174,4
naive,441006,28401226900,441006,4
smart,441006,3120500,441006,4
naive,469577,32282744900,469577,4
smart,469577,2658500,469577,4
naive,500000,36552293300,500000,4
smart,500000,3456800,500000,4
naive,1000,229900,1000,5
smart,1000,3398,1000,5
naive,1064,176200,1063,5
smart,1064,4595,1063,5
naive,1133,179150,1133,5
smart,1133,4210,1133,5
naive,1207,227800,1207,5
smart,1207,3587,1207,5
naive,1285,445500,1284,5
smart,1285,4187,1284,5
naive,1368,442200,1368,5
smart,1368,3780,1368,5
naive,1457,306200,1457,5
smart,1457,3894,1457,5
naive,1551,723100,1550,5
smart,1551,9814,1550,5
naive,1652,615300,1652,5
smart,1652,5171,1652,5
naive,1759,708300,1759,5
smart,1759,8600,1759,5
naive,1873,786300,1873,5
smart,1873,5825,1873,5
naive,1994,691700,1994,5
smart,1994,7800,1994,5
naive,2123,932500,2121,5
smart,2123,19093,2121,5
naive,2261,748400,2261,5
smart,2261,10590,2261,5
naive,2408,828400,2408,5
smart,2408,15792,2408,5
naive,2564,930800,2564,5
smart,2564,22877,2564,5
naive,2730,1914100,2730,5
smart,2730,16061,2730,5
naive,2907,1420100,2907,5
smart,2907,16130,2907,5
naive,3095,1812300,3095,5
smart,3095,22733,3095,5
naive,3295,1795800,3294,5
smart,3295,26037,3294,5
naive,3509,2373400,3509,5
smart,3509,22340,3509,5
naive,3736,2474400,3736,5
smart,3736,30085,3736,5
naive,3978,2530000,3977,5
smart,3978,22288,3977,5
naive,4236,3672600,4236,5
smart,4236,28957,4236,5
naive,4511,3913400,4510,5
smart,4511,30414,4510,5
naive,4803,3372000,4803,5
smart,4803,43920,4803,5
naive,5114,4112000,5114,5
smart,5114,31085,5114,5
naive,5446,4335000,5445,5
smart,5446,35000,5445,5
naive,5798,5220200,5797,5
smart,5798,36200,5797,5
naive,6174,6998200,6172,5
smart,6174,299200,6172,5
naive,6574,6315300,6574,5
smart,6574,43960,6574,5
naive,7000,7218400,7000,5
smart,7000,38983,7000,5
naive,7454,9488900,7454,5
smart,7454,47200,7454,5
naive,7937,11053000,7936,5
smart,7937,53625,7936,5
naive,8451,12778100,8450,5
smart,8451,55975,8450,5
naive,8998,14031800,8996,5
smart,8998,73866,8996,5
naive,9581,15700400,9580,5
smart,9581,51975,9580,5
naive,10202,17875000,10202,5
smart,10202,69966,10202,5
naive,10863,19523300,10863,5
smart,10863,76533,10863,5
naive,11567,23436900,11567,5
smart,11567,80433,11567,5
naive,12316,26175500,12316,5
smart,12316,69266,12316,5
naive,13114,27724400,13114,5
smart,13114,77233,13114,5
naive,13964,30696800,13964,5
smart,13964,78233,13964,5
naive,14868,36026300,14864,5
smart,14868,114266,14864,5
naive,15832,38539400,15830,5
smart,15832,111100,15830,5
naive,16857,45064400,16857,5
smart,16857,112550,16857,5
naive,17950,50337900,17950,5
smart,17950,119850,17950,5
naive,19113,55435300,19110,5
smart,19113,127000,19110,5
naive,20351,63640400,20349,5
smart,20351,139550,20349,5
naive,21669,69115000,21668,5
smart,21669,134450,21668,5
naive,23073,80016800,23072,5
smart,23073,160200,23072,5
naive,24568,89438200,24567,5
smart,24568,160450,24567,5
naive,26160,102733700,26159,5
smart,26160,189600,26159,5
naive,27854,114989400,27851,5
smart,27854,162950,27851,5
naive,29659,128507700,29658,5
smart,29659,205900,29658,5
naive,31581,148357600,31581,5
smart,31581,182550,31581,5
naive,33627,166764500,33627,5
smart,33627,272400,33627,5
naive,35805,188874700,35801,5
smart,35805,232800,35801,5
naive,38125,211448900,38124,5
smart,38125,293200,38124,5
naive,40595,241653100,40592,5
smart,40595,263500,40592,5
naive,43225,273993100,43225,5
smart,43225,340100,43225,5
naive,46025,308636000,46024,5
smart,46025,367200,46024,5
naive,49007,347989100,49007,5
smart,49007,392200,49007,5
naive,52182,420938600,52181,5
smart,52182,566000,52181,5
naive,55563,451985000,55563,5
smart,55563,426800,55563,5
naive,59163,512758800,59163,5
smart,59163,357400,59163,5
naive,62996,577059900,62994,5
smart,62996,748800,62994,5
naive,67077,656009700,67076,5
smart,67077,342000,67076,5
naive,71422,746316300,71421,5
smart,71422,505600,71421,5
naive,76050,908793600,76050,5
smart,76050,447500,76050,5
naive,80977,961724000,80975,5
smart,80977,628800,80975,5
naive,86223,1078850900,86223,5
smart,86223,572200,86223,5
naive,91809,1246182400,91808,5
smart,91809,509300,91808,5
naive,97757,1432043800,97757,5
smart,97757,726100,97757,5
naive,104090,1571132900,104089,5
smart,104090,820200,104089,5
naive,110834,1869841400,110834,5
smart,110834,752800,110834,5
