Algorithm.Type,String.Length,Duration,Fractional.Period,Run
naive,118014,2067895600,118013,5
smart,118014,733300,118013,5
naive,125660,2338962700,125660,5
smart,125660,822900,125660,5
naive,133801,2624433100,133801,5
smart,133801,1036000,133801,5
naive,142470,2993805200,142469,5
smart,142470,1036200,142469,5
naive,151700,3430962400,151699,5
smart,151700,1047000,151699,5
naive,161528,3824037700,161526,5
smart,161528,1174600,161526,5
naive,171992,4357809600,171989,5
smart,171992,1200400,171989,5
naive,183135,4933225700,183134,5
smart,183135,1283700,183134,5
naive,195000,5537968900,194999,5
smart,195000,1318000,194999,5
naive,207633,6274657100,207632,5
smart,207633,1445500,207632,5
naive,221085,7132412900,221085,5
smart,221085,1446800,221085,5
naive,235408,8065805200,235408,5
smart,235408,1618300,235408,5
naive,250659,9177018400,250659,5
smart,250659,1938400,250659,5
naive,266898,10381859200,266897,5
smart,266898,1731000,266897,5
naive,284190,11918285700,284189,5
smart,284190,1886600,284189,5
naive,302601,13355241800,302601,5
smart,302601,1943900,302601,5
naive,322206,15153800600,322206,5
smart,322206,2238800,322206,5
naive,343080,17263642799,343080,5
smart,343080,2339200,343080,5
naive,365307,19437557801,365306,5
smart,365307,2675199,365306,5
naive,388974,22101275100,388974,5
smart,388974,2471501,388974,5
naive,414174,25366501200,414172,5
smart,414174,3230000,414172,5
naive,441006,28425786399,441004,5
smart,441006,2798800,441004,5
naive,469577,32297361800,469577,5
smart,469577,3438100,469577,5
naive,500000,36509780600,499999,5
smart,500000,3108300,499999,5
naive,1000,155050,999,6
smart,1000,3738,999,6
naive,1064,165050,1063,6
smart,1064,3241,1063,6
naive,1133,190450,1133,6
smart,1133,3748,1133,6
naive,1207,218200,1206,6
smart,1207,3828,1206,6
naive,1285,435100,1285,6
smart,1285,7481,1285,6
naive,1368,463300,1366,6
smart,1368,4453,1366,6
naive,1457,370300,1456,6
smart,1457,5413,1456,6
naive,1551,711800,1549,6
smart,1551,5410,1549,6
naive,1652,1689900,1652,6
smart,1652,6703,1652,6
naive,1759,856200,1756,6
smart,1759,6920,1756,6
naive,1873,621900,1872,6
smart,1873,8488,1872,6
naive,1994,671100,1992,6
smart,1994,7788,1992,6
naive,2123,684600,2123,6
smart,2123,10015,2123,6
naive,2261,730700,2260,6
smart,2261,12117,2260,6
naive,2408,1264500,2408,6
smart,2408,17441,2408,6
naive,2564,1227900,2562,6
smart,2564,11841,2562,6
naive,2730,1747200,2728,6
smart,2730,14792,2728,6
naive,2907,1207400,2906,6
smart,2907,20090,2906,6
naive,3095,1375900,3095,6
smart,3095,20040,3095,6
naive,3295,2174400,3295,6
smart,3295,15150,3295,6
naive,3509,2253100,3509,6
smart,3509,33533,3509,6
naive,3736,2025400,3735,6
smart,3736,19527,3735,6
naive,3978,2300600,3978,6
smart,3978,25025,3978,6
naive,4236,3306500,4236,6
smart,4236,23922,4236,6
naive,4511,3507800,4511,6
smart,4511,43180,4511,6
naive,4803,4174400,4802,6
smart,4803,37133,4802,6
naive,5114,5503900,5114,6
smart,5114,37216,5114,6
naive,5446,6666300,5446,6
smart,5446,27675,5446,6
naive,5798,4881500,5796,6
smart,5798,31500,5796,6
naive,6174,7179900,6173,6
smart,6174,31271,6173,6
naive,6574,7732000,6574,6
smart,6574,56925,6574,6
naive,7000,7085200,7000,6
smart,7000,39050,7000,6
naive,7454,12725700,7453,6
smart,7454,86000,7453,6
naive,7937,12447900,7936,6
smart,7937,50725,7936,6
naive,8451,14722400,8450,6
smart,8451,58550,8450,6
naive,8998,16190400,8998,6
smart,8998,64025,8998,6
naive,9581,17456300,9578,6
smart,9581,56800,9578,6
naive,10202,19076600,10200,6
smart,10202,55250,10200,6
naive,10863,22197400,10863,6
smart,10863,74333,10863,6
naive,11567,28251800,11567,6
smart,11567,78733,11567,6
naive,12316,28201600,12316,6
smart,12316,81266,12316,6
naive,13114,28632300,13114,6
smart,13114,85966,13114,6
naive,13964,32285500,13964,6
smart,13964,93700,13964,6
naive,14868,36084900,14866,6
smart,14868,95233,14866,6
naive,15832,42274500,15832,6
smart,15832,90433,15832,6
naive,16857,45626300,16857,6
smart,16857,101250,16857,6
naive,17950,52641900,17946,6
smart,17950,113350,17946,6
naive,19113,56059300,19112,6
smart,19113,106100,19112,6
naive,20351,64464500,20349,6
smart,20351,135300,20349,6
naive,21669,73698000,21668,6
smart,21669,140250,21668,6
naive,23073,80952500,23073,6
smart,23073,155750,23073,6
naive,24568,91940300,24568,6
smart,24568,161550,24568,6
naive,26160,104889600,26158,6
smart,26160,141650,26158,6
naive,27854,116329200,27850,6
smart,27854,183250,27850,6
naive,29659,130200700,29659,6
smart,29659,173500,29659,6
naive,31581,145483500,31579,6
smart,31581,212700,31579,6
naive,33627,168009200,33627,6
smart,33627,184950,33627,6
naive,35805,187093400,35805,6
smart,35805,290400,35805,6
naive,38125,213812600,38125,6
smart,38125,364200,38125,6
naive,40595,244220000,40592,6
smart,40595,334700,40592,6
naive,43225,270851500,43225,6
smart,43225,323400,43225,6
naive,46025,309308700,46019,6
smart,46025,324800,46019,6
naive,49007,353803100,49007,6
smart,49007,347300,49007,6
naive,52182,398520400,52181,6
smart,52182,416000,52181,6
naive,55563,474677100,55562,6
smart,55563,420400,55562,6
naive,59163,509880500,59162,6
smart,59163,434100,59162,6
naive,62996,580502600,62995,6
smart,62996,475800,62995,6
naive,67077,651091300,67077,6
smart,67077,518000,67077,6
naive,71422,738167700,71422,6
smart,71422,558400,71422,6
naive,76050,855512300,76050,6
smart,76050,496000,76050,6
naive,80977,963165800,80976,6
smart,80977,515700,80976,6
naive,86223,1079651600,86223,6
smart,86223,738300,86223,6
naive,91809,1228296700,91808,6
smart,91809,629800,91808,6
naive,97757,1462909100,97757,6
smart,97757,649100,97757,6
naive,104090,1574301500,104089,6
smart,104090,614000,104089,6
naive,110834,1864450500,110833,6
smart,110834,585200,110833,6
naive,118014,2022454700,118014,6
smart,118014,858000,118014,6
naive,125660,2366117400,125660,6
smart,125660,849000,125660,6
naive,133801,2627506200,133801,6
smart,133801,1068600,133801,6
naive,142470,2933096400,142470,6
smart,142470,1004600,142470,6
naive,151700,3367998100,151698,6
smart,151700,1050500,151698,6
naive,161528,3820676900,161525,6
smart,161528,925200,161525,6
naive,171992,4361589200,171992,6
smart,171992,976300,171992,6
naive,183135,4887337000,183134,6
smart,183135,1266500,183134,6
naive,195000,5540313300,195000,6
smart,195000,1634000,195000,6
naive,207633,6265609400,207633,6
smart,207633,1453700,207633,6
naive,221085,7118513700,221085,6
smart,221085,1519800,221085,6
naive,235408,8058064300,235402,6
smart,235408,1660700,235402,6
naive,250659,9168031600,250659,6
smart,250659,1679300,250659,6
naive,266898,10385794500,266898,6
smart,266898,1868900,266898,6
naive,284190,11792344400,284190,6
smart,284190,2151300,284190,6
naive,302601,13399698300,302601,6
smart,302601,1926500,302601,6
naive,322206,15187194100,322206,6
smart,322206,1909900,322206,6
naive,343080,17143622900,343078,6
smart,343080,2009800,343078,6
naive,365307,19447283800,365305,6
smart,365307,2335000,365305,6
naive,388974,22354453900,388973,6
smart,388974,2242900,388973,6
naive,414174,25044031300,414172,6
smart,414174,3086800,414172,6
naive,441006,28540633100,441005,6
smart,441006,2746000,441005,6
naive,469577,33906288300,469576,6
smart,469577,3309700,469576,6
naive,500000,36667801600,500000,6
smart,500000,3074200,500000,6
