Algorithm.Type,String.Length,Duration,Fractional.Period,Run
smart,86223,501100,86223,5
naive,91809,1274903100,91809,5
smart,91809,539400,91809,5
naive,97757,1427696700,97757,5
smart,97757,567000,97757,5
naive,104090,1576255000,104089,5
smart,104090,729800,104089,5
naive,110834,1835762600,110833,5
smart,110834,743900,110833,5
naive,118014,2026161300,118013,5
smart,118014,816800,118013,5
naive,125660,2332117300,125659,5
smart,125660,669200,125659,5
naive,133801,2689984000,133801,5
smart,133801,902300,133801,5
naive,142470,2994725400,142470,5
smart,142470,811600,142470,5
naive,151700,3346297400,151699,5
smart,151700,1122700,151699,5
naive,161528,3791377800,161527,5
smart,161528,1250300,161527,5
naive,171992,4379269300,171992,5
smart,171992,1145700,171992,5
naive,183135,4958359900,183135,5
smart,183135,1194100,183135,5
naive,195000,5614337100,194997,5
smart,195000,1374000,194997,5
naive,207633,6418832800,207633,5
smart,207633,1278100,207633,5
naive,221085,7144694700,221085,5
smart,221085,1478000,221085,5
naive,235408,8103228000,235408,5
smart,235408,1308500,235408,5
naive,250659,9214609600,250659,5
smart,250659,1436500,250659,5
naive,266898,10423897400,266898,5
smart,266898,1863200,266898,5
naive,284190,11834116300,284189,5
smart,284190,2161800,284189,5
naive,302601,13414698700,302601,5
smart,302601,1708800,302601,5
naive,322206,15187469400,322205,5
smart,322206,2055900,322205,5
naive,343080,17227157000,343080,5
smart,343080,2814600,343080,5
naive,365307,19548611000,365307,5
smart,365307,2396600,365307,5
naive,388974,22327099500,388970,5
smart,388974,2881100,388970,5
naive,414174,25134198900,414174,5
smart,414174,2274700,414174,5
naive,441006,28459694200,441006,5
smart,441006,2713100,441006,5
naive,469577,32287390100,469577,5
smart,469577,2619700,469577,5
naive,500000,36594135900,500000,5
smart,500000,3006000,500000,5
naive,1000,200800,1000,6
smart,1000,3583,1000,6
naive,1064,316200,1064,6
smart,1064,3418,1064,6
naive,1133,182200,1133,6
smart,1133,3737,1133,6
naive,1207,208100,1206,6
smart,1207,4268,1206,6
naive,1285,238100,1284,6
smart,1285,5080,1284,6
naive,1368,495200,1368,6
smart,1368,7124,1368,6
naive,1457,463900,1457,6
smart,1457,8112,1457,6
naive,1551,509300,1550,6
smart,1551,5731,1550,6
naive,1652,591800,1652,6
smart,1652,9566,1652,6
naive,1759,429400,1758,6
smart,1759,7746,1758,6
naive,1873,506300,1873,6
smart,1873,8817,1873,6
naive,1994,710400,1992,6
smart,1994,6190,1992,6
naive,2123,1176100,2123,6
smart,2123,13093,2123,6
naive,2261,733500,2261,6
smart,2261,10180,2261,6
naive,2408,810900,2407,6
smart,2408,10873,2407,6
naive,2564,949500,2564,6
smart,2564,10905,2564,6
naive,2730,1083500,2730,6
smart,2730,18618,2730,6
naive,2907,1218800,2907,6
smart,2907,14878,2907,6
naive,3095,2370100,3093,6
smart,3095,22355,3093,6
naive,3295,1578100,3293,6
smart,3295,22230,3293,6
naive,3509,1795500,3509,6
smart,3509,26387,3509,6
naive,3736,2019300,3736,6
smart,3736,25475,3736,6
naive,3978,4188500,3976,6
smart,3978,27287,3976,6
naive,4236,2646600,4236,6
smart,4236,24288,4236,6
naive,4511,2948300,4511,6
smart,4511,26900,4511,6
naive,4803,4154900,4802,6
smart,4803,29285,4802,6
naive,5114,4512500,5114,6
smart,5114,28200,5114,6
naive,5446,6414700,5446,6
smart,5446,41800,5446,6
naive,5798,4858300,5798,6
smart,5798,37950,5798,6
naive,6174,5892900,6174,6
smart,6174,38950,6174,6
naive,6574,7722000,6574,6
smart,6574,42000,6574,6
naive,7000,7946000,7000,6
smart,7000,42460,7000,6
naive,7454,8311100,7453,6
smart,7454,50600,7453,6
naive,7937,9235800,7937,6
smart,7937,53800,7937,6
naive,8451,11178200,8445,6
smart,8451,81000,8445,6
naive,8998,13399400,8997,6
smart,8998,57750,8997,6
naive,9581,15046200,9581,6
smart,9581,69733,9581,6
naive,10202,16806300,10201,6
smart,10202,70333,10201,6
naive,10863,21189000,10862,6
smart,10863,62375,10862,6
naive,11567,22305400,11567,6
smart,11567,58400,11567,6
naive,12316,24123600,12316,6
smart,12316,73200,12316,6
naive,13114,27729900,13113,6
smart,13114,86066,13113,6
naive,13964,32372000,13962,6
smart,13964,76800,13962,6
naive,14868,35384000,14868,6
smart,14868,84100,14868,6
naive,15832,40067600,15832,6
smart,15832,102100,15832,6
naive,16857,48331000,16855,6
smart,16857,118250,16855,6
naive,17950,50963300,17950,6
smart,17950,150750,17950,6
naive,19113,56137100,19112,6
smart,19113,109950,19112,6
naive,20351,65794500,20351,6
smart,20351,142600,20351,6
naive,21669,76589900,21669,6
smart,21669,110000,21669,6
naive,23073,79943400,23073,6
smart,23073,159950,23073,6
naive,24568,90471400,24568,6
smart,24568,162600,24568,6
naive,26160,101165900,26158,6
smart,26160,181900,26158,6
naive,27854,116109000,27854,6
smart,27854,180050,27854,6
naive,29659,128910800,29659,6
smart,29659,217000,29659,6
naive,31581,152309700,31580,6
smart,31581,225400,31580,6
naive,33627,178625100,33626,6
smart,33627,186750,33626,6
naive,35805,194316500,35805,6
smart,35805,250200,35805,6
naive,38125,223722000,38125,6
smart,38125,208100,38125,6
naive,40595,276347600,40595,6
smart,40595,279200,40595,6
naive,43225,282943800,43224,6
smart,43225,354600,43224,6
naive,46025,321611700,46024,6
smart,46025,315200,46024,6
naive,49007,361990700,49006,6
smart,49007,359300,49006,6
naive,52182,415882200,52177,6
smart,52182,426100,52177,6
naive,55563,451994900,55563,6
smart,55563,386100,55563,6
naive,59163,516831500,59161,6
smart,59163,380600,59161,6
naive,62996,579827200,62996,6
smart,62996,422500,62996,6
naive,67077,669578200,67077,6
smart,67077,513700,67077,6
naive,71422,751286600,71420,6
smart,71422,557200,71420,6
naive,76050,906482700,76048,6
smart,76050,479500,76048,6
naive,80977,958498800,80977,6
smart,80977,638200,80977,6
naive,86223,1083371500,86222,6
smart,86223,621700,86222,6
naive,91809,1314450400,91808,6
smart,91809,710300,91808,6
naive,97757,1399761600,97756,6
smart,97757,601100,97756,6
naive,104090,1575883300,104086,6
smart,104090,646200,104086,6
naive,110834,1825855000,110832,6
smart,110834,798400,110832,6
naive,118014,2026844300,118014,6
smart,118014,687800,118014,6
naive,125660,2303194500,125660,6
smart,125660,756500,125660,6
naive,133801,2684649200,133799,6
smart,133801,916500,133799,6
naive,142470,3003633200,142469,6
smart,142470,902600,142469,6
naive,151700,3382835500,151700,6
smart,151700,801800,151700,6
naive,161528,3828215600,161527,6
smart,161528,1059500,161527,6
naive,171992,4341479400,171992,6
smart,171992,1203700,171992,6
naive,183135,4919594700,183135,6
smart,183135,1156100,183135,6
naive,195000,5594574500,195000,6
smart,195000,1097800,195000,6
naive,207633,6351592700,207632,6
smart,207633,1173300,207632,6
naive,221085,7188916100,221085,6
smart,221085,1446100,221085,6
naive,235408,8161354400,235407,6
smart,235408,1607300,235407,6
naive,250659,9213063400,250659,6
smart,250659,1715100,250659,6
naive,266898,10436384300,266897,6
smart,266898,1871800,266897,6
naive,284190,11872134500,284190,6
smart,284190,2178600,284190,6
naive,302601,13450736000,302601,6
smart,302601,1637900,302601,6
naive,322206,15235400500,322205,6
smart,322206,2196600,322205,6
naive,343080,17346571600,343080,6
smart,343080,2405500,343080,6
naive,365307,19565791700,365307,6
smart,365307,2336600,365307,6
naive,388974,22133246400,388974,6
smart,388974,2412500,388974,6
naive,414174,25140380000,414174,6
smart,414174,2816200,414174,6
naive,441006,28520290100,441006,6
smart,441006,2746200,441006,6
naive,469577,32447111400,469575,6
smart,469577,2440000,469575,6
naive,500000,36570383600,499999,6
smart,500000,3526200,499999,6
