Algorithm.Type,String.Length,Duration,Fractional.Period,Run
naive,118014,2055789500,118013,5
smart,118014,853300,118013,5
naive,125660,2331364400,125660,5
smart,125660,840200,125660,5
naive,133801,2652377500,133801,5
smart,133801,836900,133801,5
naive,142470,2981796900,142470,5
smart,142470,1222000,142470,5
naive,151700,3379933400,151700,5
smart,151700,1095600,151700,5
naive,161528,3831192700,161528,5
smart,161528,1160900,161528,5
naive,171992,4343139600,171992,5
smart,171992,1161200,171992,5
naive,183135,4918791200,183135,5
smart,183135,1183500,183135,5
naive,195000,5588834400,195000,5
smart,195000,1134400,195000,5
naive,207633,6325992900,207633,5
smart,207633,1539500,207633,5
naive,221085,7180828700,221084,5
smart,221085,1499900,221084,5
naive,235408,8130504100,235408,5
smart,235408,1360700,235408,5
naive,250659,9378608400,250659,5
smart,250659,1670200,250659,5
naive,266898,10435511800,266897,5
smart,266898,1907200,266897,5
naive,284190,11849585400,284190,5
smart,284190,2186400,284190,5
naive,302601,13407704400,302600,5
smart,302601,1673000,302600,5
naive,322206,15259908900,322205,5
smart,322206,1906400,322205,5
naive,343080,17238762100,343080,5
smart,343080,2324000,343080,5
naive,365307,19543281800,365307,5
smart,365307,2015100,365307,5
naive,388974,22166322500,388970,5
smart,388974,2843000,388970,5
naive,414174,25323580800,414173,5
smart,414174,2741500,414173,5
naive,441006,28463396600,441006,5
smart,441006,2745100,441006,5
naive,469577,32328434200,469577,5
smart,469577,3061200,469577,5
naive,500000,36604935900,499997,5
smart,500000,3233000,499997,5
naive,1000,261900,998,6
smart,1000,3157,998,6
naive,1064,152350,1063,6
smart,1064,3933,1063,6
naive,1133,181950,1132,6
smart,1133,4087,1132,6
naive,1207,206300,1207,6
smart,1207,4581,1207,6
naive,1285,447100,1285,6
smart,1285,5219,1285,6
naive,1368,246900,1367,6
smart,1368,3535,1367,6
naive,1457,296400,1455,6
smart,1457,6850,1455,6
naive,1551,514100,1550,6
smart,1551,4597,1550,6
naive,1652,848600,1651,6
smart,1652,6072,1651,6
naive,1759,471800,1759,6
smart,1759,5189,1759,6
naive,1873,561400,1871,6
smart,1873,7784,1871,6
naive,1994,640400,1993,6
smart,1994,8708,1993,6
naive,2123,642400,2122,6
smart,2123,7051,2122,6
naive,2261,739000,2261,6
smart,2261,12650,2261,6
naive,2408,836900,2405,6
smart,2408,7784,2405,6
naive,2564,1831900,2564,6
smart,2564,17123,2564,6
naive,2730,1156700,2730,6
smart,2730,11327,2730,6
naive,2907,1223900,2906,6
smart,2907,13081,2906,6
naive,3095,1385400,3093,6
smart,3095,14650,3093,6
naive,3295,1593000,3295,6
smart,3295,13766,3295,6
naive,3509,2811400,3508,6
smart,3509,20820,3508,6
naive,3736,2069300,3735,6
smart,3736,373700,3735,6
naive,3978,2318100,3976,6
smart,3978,16415,3976,6
naive,4236,3539700,4236,6
smart,4236,30057,4236,6
naive,4511,2975500,4510,6
smart,4511,25675,4510,6
naive,4803,3381700,4803,6
smart,4803,27762,4803,6
naive,5114,5220100,5112,6
smart,5114,23344,5112,6
naive,5446,4335300,5446,6
smart,5446,33783,5446,6
naive,5798,6327400,5798,6
smart,5798,36200,5798,6
naive,6174,5806200,6173,6
smart,6174,36483,6173,6
naive,6574,7258400,6573,6
smart,6574,53125,6573,6
naive,7000,8817000,7000,6
smart,7000,45360,7000,6
naive,7454,9488600,7453,6
smart,7454,39250,7453,6
naive,7937,10657700,7937,6
smart,7937,54025,7937,6
naive,8451,13134600,8450,6
smart,8451,44360,8450,6
naive,8998,13463000,8998,6
smart,8998,51825,8998,6
naive,9581,15062900,9581,6
smart,9581,60850,9581,6
naive,10202,16886700,10202,6
smart,10202,71400,10202,6
naive,10863,18820600,10859,6
smart,10863,75400,10859,6
naive,11567,22027300,11567,6
smart,11567,80333,11567,6
naive,12316,25773300,12313,6
smart,12316,74200,12313,6
naive,13114,27902600,13111,6
smart,13114,87966,13111,6
naive,13964,33328000,13963,6
smart,13964,79466,13963,6
naive,14868,35706000,14868,6
smart,14868,101850,14868,6
naive,15832,40304800,15832,6
smart,15832,89366,15832,6
naive,16857,44482300,16855,6
smart,16857,118500,16855,6
naive,17950,49604000,17950,6
smart,17950,127950,17950,6
naive,19113,54553200,19113,6
smart,19113,105150,19113,6
naive,20351,65110800,20351,6
smart,20351,114450,20351,6
naive,21669,72355900,21667,6
smart,21669,150700,21667,6
naive,23073,79756400,23073,6
smart,23073,150800,23073,6
naive,24568,89735100,24568,6
smart,24568,168200,24568,6
naive,26160,118161200,26160,6
smart,26160,149150,26160,6
naive,27854,131552200,27853,6
smart,27854,184050,27853,6
naive,29659,129053200,29659,6
smart,29659,204800,29659,6
naive,31581,149864500,31581,6
smart,31581,222800,31581,6
naive,33627,167972200,33627,6
smart,33627,343800,33627,6
naive,35805,186696800,35805,6
smart,35805,264600,35805,6
naive,38125,211641900,38124,6
smart,38125,286700,38124,6
naive,40595,244011700,40594,6
smart,40595,281200,40594,6
naive,43225,273719400,43225,6
smart,43225,297900,43225,6
naive,46025,308412100,46024,6
smart,46025,358300,46024,6
naive,49007,349675700,49007,6
smart,49007,311100,49007,6
naive,52182,406948500,52182,6
smart,52182,306400,52182,6
naive,55563,455065400,55562,6
smart,55563,405600,55562,6
naive,59163,520196500,59163,6
smart,59163,371900,59163,6
naive,62996,591432400,62996,6
smart,62996,488300,62996,6
naive,67077,670170900,67077,6
smart,67077,338900,67077,6
naive,71422,758419000,71422,6
smart,71422,508700,71422,6
naive,76050,863230700,76049,6
smart,76050,520700,76049,6
naive,80977,999793900,80977,6
smart,80977,523900,80977,6
naive,86223,1090361500,86223,6
smart,86223,481300,86223,6
naive,91809,1268973900,91809,6
smart,91809,644600,91809,6
naive,97757,1448346700,97757,6
smart,97757,644000,97757,6
naive,104090,1576689100,104090,6
smart,104090,583800,104090,6
naive,110834,1827936200,110833,6
smart,110834,705300,110833,6
naive,118014,2043262600,118013,6
smart,118014,663400,118013,6
naive,125660,2342698600,125660,6
smart,125660,764100,125660,6
naive,133801,2659361700,133801,6
smart,133801,763000,133801,6
naive,142470,2973069100,142469,6
smart,142470,942900,142469,6
naive,151700,3516586000,151698,6
smart,151700,918800,151698,6
naive,161528,3854451300,161527,6
smart,161528,1138200,161527,6
naive,171992,4311536700,171992,6
smart,171992,1217300,171992,6
naive,183135,4929675500,183132,6
smart,183135,1286100,183132,6
naive,195000,5583387900,194999,6
smart,195000,1146600,194999,6
naive,207633,6379708600,207632,6
smart,207633,1409200,207632,6
naive,221085,7151768100,221085,6
smart,221085,1723600,221085,6
naive,235408,8105970100,235408,6
smart,235408,1349900,235408,6
naive,250659,9211398700,250659,6
smart,250659,1675600,250659,6
naive,266898,10496117900,266898,6
smart,266898,1440900,266898,6
naive,284190,11866956100,284190,6
smart,284190,1924500,284190,6
naive,302601,13744666800,302601,6
smart,302601,2000100,302601,6
naive,322206,15211088000,322206,6
smart,322206,2037800,322206,6
naive,343080,17199560000,343079,6
smart,343080,2233200,343079,6
naive,365307,19729883000,365305,6
smart,365307,2316800,365305,6
naive,388974,22188821000,388974,6
smart,388974,2407000,388974,6
naive,414174,25132926700,414174,6
smart,414174,2736000,414174,6
naive,441006,28514391700,441005,6
smart,441006,2842800,441005,6
naive,469577,32296000200,469577,6
smart,469577,2631000,469577,6
naive,500000,36717127700,499999,6
smart,500000,3200900,499999,6
