Algorithm.Type,String.Length,Duration,Fractional.Period,Run
naive,43225,300349100,43224,1
smart,43225,285300,43224,1
naive,46025,311004700,46025,1
smart,46025,331900,46025,1
naive,49007,356338700,49007,1
smart,49007,293500,49007,1
naive,52182,400201300,52181,1
smart,52182,398200,52181,1
naive,55563,452897200,55563,1
smart,55563,381900,55563,1
naive,59163,519265500,59163,1
smart,59163,392200,59163,1
naive,62996,608830100,62996,1
smart,62996,441500,62996,1
naive,67077,663599800,67076,1
smart,67077,367300,67076,1
naive,71422,751072600,71422,1
smart,71422,465000,71422,1
naive,76050,894515300,76047,1
smart,76050,419900,76047,1
naive,80977,962137800,80976,1
smart,80977,409300,80976,1
naive,86223,1113787700,86223,1
smart,86223,703400,86223,1
naive,91809,1279302400,91809,1
smart,91809,603500,91809,1
naive,97757,1398208600,97757,1
smart,97757,700400,97757,1
naive,104090,1582686600,104089,1
smart,104090,704100,104089,1
naive,110834,1804870400,110834,1
smart,110834,747700,110834,1
naive,118014,2048072000,118014,1
smart,118014,850400,118014,1
naive,125660,2335316300,125659,1
smart,125660,833600,125659,1
naive,133801,2651527300,133801,1
smart,133801,1036200,133801,1
naive,142470,3020691900,142470,1
smart,142470,1076900,142470,1
naive,151700,3428318300,151699,1
smart,151700,1119300,151699,1
naive,161528,3843085600,161527,1
smart,161528,1053100,161527,1
naive,171992,4419104600,171992,1
smart,171992,1000600,171992,1
naive,183135,4967024600,183135,1
smart,183135,1197400,183135,1
naive,195000,5634783100,194999,1
smart,195000,1294800,194999,1
naive,207633,6325551100,207633,1
smart,207633,1577700,207633,1
naive,221085,7203307100,221084,1
smart,221085,1445300,221084,1
naive,235408,8145896900,235407,1
smart,235408,1621600,235407,1
naive,250659,9245699800,250657,1
smart,250659,1784000,250657,1
naive,266898,10453295300,266898,1
smart,266898,2200400,266898,1
naive,284190,11860325600,284187,1
smart,284190,1919300,284187,1
naive,302601,13424014800,302599,1
smart,302601,1981100,302599,1
naive,322206,15236010200,322204,1
smart,322206,2448900,322204,1
naive,343080,17265361200,343080,1
smart,343080,2159300,343080,1
naive,365307,19575168400,365306,1
smart,365307,2060000,365306,1
naive,388974,22582958000,388970,1
smart,388974,2713000,388970,1
naive,414174,25164368900,414174,1
smart,414174,2962700,414174,1
naive,441006,28517396800,441006,1
smart,441006,3244500,441006,1
naive,469577,32585357800,469576,1
smart,469577,3015600,469576,1
naive,500000,36647570900,499997,1
smart,500000,3592700,499997,1
naive,1000,151750,1000,2
smart,1000,2453,1000,2
naive,1064,164450,1064,2
smart,1064,2894,1064,2
naive,1133,182550,1133,2
smart,1133,2706,1133,2
naive,1207,210100,1207,2
smart,1207,2907,1207,2
naive,1285,452100,1284,2
smart,1285,9600,1284,2
naive,1368,408100,1367,2
smart,1368,7328,1367,2
naive,1457,355800,1455,2
smart,1457,3892,1455,2
naive,1551,331900,1551,2
smart,1551,4287,1551,2
naive,1652,373500,1652,2
smart,1652,4280,1652,2
naive,1759,437800,1759,2
smart,1759,6093,1759,2
naive,1873,504700,1873,2
smart,1873,5169,1873,2
naive,1994,627800,1993,2
smart,1994,11405,1993,2
naive,2123,665900,2122,2
smart,2123,7027,2122,2
naive,2261,734500,2260,2
smart,2261,6790,2260,2
naive,2408,1321200,2402,2
smart,2408,14428,2402,2
naive,2564,959600,2564,2
smart,2564,10090,2564,2
naive,2730,1078400,2730,2
smart,2730,10085,2730,2
naive,2907,1210700,2907,2
smart,2907,13093,2907,2
naive,3095,1394900,3095,2
smart,3095,14871,3095,2
naive,3295,2002300,3295,2
smart,3295,24055,3295,2
naive,3509,2341300,3508,2
smart,3509,30975,3508,2
naive,3736,2036700,3736,2
smart,3736,20300,3736,2
naive,3978,2367900,3978,2
smart,3978,21750,3978,2
naive,4236,4555600,4236,2
smart,4236,33733,4236,2
naive,4511,3142500,4511,2
smart,4511,23277,4511,2
naive,4803,4185300,4803,2
smart,4803,30128,4803,2
naive,5114,4760000,5114,2
smart,5114,30971,5114,2
naive,5446,5754400,5446,2
smart,5446,31071,5446,2
naive,5798,4900800,5798,2
smart,5798,37366,5798,2
naive,6174,7413600,6173,2
smart,6174,38233,6173,2
naive,6574,7548000,6574,2
smart,6574,55550,6574,2
naive,7000,7136200,6998,2
smart,7000,35616,6998,2
naive,7454,8988700,7453,2
smart,7454,53200,7453,2
naive,7937,9270200,7937,2
smart,7937,53675,7937,2
naive,8451,15184600,8451,2
smart,8451,45180,8451,2
naive,8998,14083200,8998,2
smart,8998,48120,8998,2
naive,9581,21649800,9581,2
smart,9581,59900,9581,2
naive,10202,25202200,10201,2
smart,10202,101100,10201,2
naive,10863,20313000,10863,2
smart,10863,75500,10863,2
naive,11567,23409700,11567,2
smart,11567,66800,11567,2
naive,12316,25529600,12316,2
smart,12316,82666,12316,2
naive,13114,26448300,13114,2
smart,13114,90366,13114,2
naive,13964,31696700,13962,2
smart,13964,78300,13962,2
naive,14868,36363500,14867,2
smart,14868,101700,14867,2
naive,15832,38792900,15831,2
smart,15832,110050,15831,2
naive,16857,46362300,16857,2
smart,16857,93833,16857,2
naive,17950,50095500,17950,2
smart,17950,114000,17950,2
naive,19113,57247200,19110,2
smart,19113,128650,19110,2
naive,20351,63723600,20351,2
smart,20351,115200,20351,2
naive,21669,71807300,21666,2
smart,21669,145150,21666,2
naive,23073,81072500,23072,2
smart,23073,145850,23072,2
naive,24568,91462800,24567,2
smart,24568,159150,24567,2
naive,26160,105055600,26160,2
smart,26160,178500,26160,2
naive,27854,114505100,27853,2
smart,27854,185050,27853,2
naive,29659,129452500,29657,2
smart,29659,188850,29657,2
naive,31581,147081700,31578,2
smart,31581,276400,31578,2
naive,33627,166314300,33627,2
smart,33627,286300,33627,2
naive,35805,188679500,35804,2
smart,35805,221600,35804,2
naive,38125,213572500,38125,2
smart,38125,241600,38125,2
naive,40595,241084000,40595,2
smart,40595,284700,40595,2
naive,43225,273299100,43223,2
smart,43225,279900,43223,2
naive,46025,312524100,46025,2
smart,46025,302600,46025,2
naive,49007,352199500,49006,2
smart,49007,326200,49006,2
naive,52182,431222700,52182,2
smart,52182,338100,52182,2
naive,55563,455058500,55563,2
smart,55563,402700,55563,2
naive,59163,512565600,59163,2
smart,59163,443400,59163,2
naive,62996,577201800,62996,2
smart,62996,433900,62996,2
naive,67077,654435500,67076,2
smart,67077,484600,67076,2
naive,71422,744447100,71422,2
smart,71422,383700,71422,2
naive,76050,909392800,76050,2
smart,76050,520000,76050,2
naive,80977,961653900,80974,2
smart,80977,575200,80974,2
naive,86223,1082254800,86223,2
smart,86223,640300,86223,2
naive,91809,1226072800,91807,2
smart,91809,655700,91807,2
naive,97757,1439960100,97754,2
smart,97757,565200,97754,2
naive,104090,1576347200,104089,2
smart,104090,710900,104089,2
naive,110834,1861390200,110834,2
smart,110834,757700,110834,2
naive,118014,2021762900,118013,2
smart,118014,1005400,118013,2
naive,125660,2377883300,125660,2
smart,125660,872800,125660,2
naive,133801,2644813700,133799,2
smart,133801,946400,133799,2
naive,142470,2954106300,142470,2
smart,142470,973500,142470,2
naive,151700,3358788900,151698,2
smart,151700,1020800,151698,2
naive,161528,3834024100,161526,2
smart,161528,1230900,161526,2
naive,171992,4599793500,171991,2
smart,171992,1158300,171991,2
naive,183135,4914399300,183133,2
smart,183135,1268800,183133,2
naive,195000,5605589900,195000,2
smart,195000,1148300,195000,2
naive,207633,6311383600,207632,2
smart,207633,1387600,207632,2
naive,221085,7141163600,221085,2
smart,221085,1689500,221085,2
naive,235408,8106336800,235407,2
smart,235408,1626600,235407,2
naive,250659,9209362300,250659,2
smart,250659,1694100,250659,2
naive,266898,10602804500,266898,2
smart,266898,1761900,266898,2
naive,284190,11806914600,284190,2
smart,284190,2299500,284190,2
naive,302601,13447543800,302601,2
smart,302601,2064100,302601,2
naive,322206,15211632900,322206,2
smart,322206,2256100,322206,2
naive,343080,17248305400,343080,2
smart,343080,2515900,343080,2
naive,365307,19569883100,365307,2
smart,365307,2201200,365307,2
naive,388974,22136889800,388974,2
smart,388974,2866300,388974,2
naive,414174,25138845700,414174,2
smart,414174,2190400,414174,2
naive,441006,28494090400,441005,2
smart,441006,3196600,441005,2
naive,469577,32370848200,469573,2
smart,469577,2920200,469573,2
naive,500000,36634229500,499999,2
smart,500000,3386900,499999,2
naive,1000,169100,1000,3
smart,1000,3578,1000,3
naive,1064,167350,1064,3
smart,1064,3933,1064,3
naive,1133,187650,1133,3
smart,1133,3360,1133,3
naive,1207,212400,1205,3
smart,1207,3794,1205,3
naive,1285,547800,1285,3
smart,1285,12656,1285,3
naive,1368,345100,1367,3
smart,1368,5205,1367,3
naive,1457,416200,1455,3
smart,1457,6259,1455,3
naive,1551,576500,1550,3
smart,1551,4773,1550,3
naive,1652,379500,1652,3
smart,1652,9195,1652,3
naive,1759,899300,1759,3
smart,1759,6084,1759,3
naive,1873,638300,1872,3
smart,1873,6823,1872,3
naive,1994,582300,1994,3
smart,1994,6368,1994,3
naive,2123,642800,2122,3
smart,2123,8383,2122,3
naive,2261,733400,2261,3
smart,2261,9719,2261,3
naive,2408,839200,2407,3
smart,2408,10578,2407,3
naive,2564,963400,2561,3
smart,2564,12743,2561,3
naive,2730,2004300,2729,3
smart,2730,20280,2729,3
naive,2907,1466600,2907,3
smart,2907,20820,2907,3
naive,3095,1384300,3092,3
smart,3095,18654,3092,3
naive,3295,1585100,3294,3
smart,3295,20160,3294,3
naive,3509,1804700,3507,3
smart,3509,20880,3507,3
naive,3736,2798700,3734,3
smart,3736,20910,3734,3
naive,3978,2302400,3978,3
smart,3978,21690,3978,3
naive,4236,2617100,4236,3
smart,4236,20140,4236,3
naive,4511,3712000,4511,3
smart,4511,33412,4511,3
naive,4803,3711900,4803,3
smart,4803,22733,4803,3
naive,5114,5282400,5114,3
smart,5114,30057,5114,3
naive,5446,4610200,5445,3
smart,5446,34233,5445,3
naive,5798,6322000,5798,3
smart,5798,35950,5798,3
naive,6174,5662700,6172,3
smart,6174,42540,6172,3
naive,6574,7331200,6573,3
smart,6574,38166,6573,3
naive,7000,8557500,6999,3
smart,7000,46300,6999,3
naive,7454,9679900,7454,3
smart,7454,39166,7454,3
naive,7937,10546000,7936,3
smart,7937,76166,7936,3
naive,8451,12792100,8450,3
smart,8451,57150,8450,3
naive,8998,13620400,8996,3
smart,8998,61850,8996,3
naive,9581,14161000,9581,3
smart,9581,75150,9581,3
naive,10202,16861500,10202,3
smart,10202,67433,10202,3
naive,10863,18730400,10863,3
smart,10863,59150,10863,3
naive,11567,20716500,11565,3
smart,11567,67833,11565,3
naive,12316,24712800,12316,3
smart,12316,84633,12316,3
naive,13114,28399400,13114,3
smart,13114,72800,13114,3
naive,13964,32552400,13964,3
smart,13964,101600,13964,3
naive,14868,35353400,14868,3
smart,14868,83900,14868,3
naive,15832,38811400,15832,3
smart,15832,108150,15832,3
naive,16857,43858600,16857,3
smart,16857,89700,16857,3
naive,17950,49873600,17950,3
smart,17950,127750,17950,3
naive,19113,57372700,19112,3
smart,19113,132950,19112,3
naive,20351,65469100,20351,3
smart,20351,130500,20351,3
naive,21669,73839600,21668,3
smart,21669,149800,21668,3
naive,23073,82327500,23071,3
smart,23073,149900,23071,3
naive,24568,89398700,24568,3
smart,24568,162500,24568,3
naive,26160,101394600,26159,3
smart,26160,241800,26159,3
naive,27854,114579400,27854,3
smart,27854,183450,27854,3
naive,29659,128886000,29659,3
smart,29659,231000,29659,3
naive,31581,147201700,31580,3
smart,31581,212300,31580,3
naive,33627,166879900,33626,3
smart,33627,247400,33626,3
naive,35805,187892500,35804,3
smart,35805,292000,35804,3
naive,38125,213345800,38124,3
smart,38125,311900,38124,3
naive,40595,243625300,40594,3
smart,40595,328100,40594,3
naive,43225,271435600,43224,3
smart,43225,317300,43224,3
naive,46025,331299300,46025,3
smart,46025,308500,46025,3
naive,49007,351059800,49007,3
smart,49007,398200,49007,3
naive,52182,400345000,52181,3
smart,52182,411100,52181,3
naive,55563,452117900,55563,3
smart,55563,366100,55563,3
naive,59163,511625700,59162,3
smart,59163,454000,59162,3
naive,62996,578410500,62996,3
smart,62996,406900,62996,3
naive,67077,658699600,67077,3
smart,67077,381400,67077,3
naive,71422,777177000,71422,3
smart,71422,386100,71422,3
naive,76050,858631600,76049,3
smart,76050,599800,76049,3
naive,80977,955679500,80977,3
smart,80977,460200,80977,3
naive,86223,1093675500,86223,3
smart,86223,486300,86223,3
naive,91809,1309304200,91808,3
smart,91809,658500,91808,3
naive,97757,1397822600,97756,3
smart,97757,575900,97756,3
naive,104090,1574194500,104089,3
smart,104090,715900,104089,3
naive,110834,1835890900,110834,3
smart,110834,881900,110834,3
naive,118014,2061555500,118014,3
smart,118014,790900,118014,3
naive,125660,2304415300,125660,3
smart,125660,899500,125660,3
naive,133801,2680512600,133799,3
smart,133801,945600,133799,3
naive,142470,2980828200,142470,3
smart,142470,925600,142470,3
naive,151700,3369817200,151698,3
smart,151700,1059100,151698,3
naive,161528,3824170600,161526,3
smart,161528,1263200,161526,3
naive,171992,4367566200,171992,3
smart,171992,1051700,171992,3
naive,183135,4933993500,183135,3
smart,183135,1252900,183135,3
naive,195000,5571877100,195000,3
smart,195000,1119400,195000,3
naive,207633,6303871500,207633,3
smart,207633,1331900,207633,3
naive,221085,7169172700,221083,3
smart,221085,1727600,221083,3
naive,235408,8176092800,235408,3
smart,235408,1475700,235408,3
naive,250659,9226557100,250657,3
smart,250659,1593200,250657,3
naive,266898,10422605200,266896,3
smart,266898,1842500,266896,3
naive,284190,11823012900,284190,3
smart,284190,1835800,284190,3
naive,302601,13438151800,302601,3
smart,302601,1727000,302601,3
naive,322206,15220717800,322203,3
smart,322206,2231000,322203,3
naive,343080,17242259700,343080,3
smart,343080,2182900,343080,3
naive,365307,19538531500,365305,3
smart,365307,2482700,365305,3
naive,388974,22126558500,388974,3
smart,388974,2693400,388974,3
naive,414174,25136313900,414174,3
smart,414174,2801000,414174,3
naive,441006,28521311000,441006,3
smart,441006,3022700,441006,3
naive,469577,32375085100,469577,3
smart,469577,3049700,469577,3
naive,500000,36812202600,500000,3
smart,500000,3169900,500000,3
naive,1000,158800,1000,4
smart,1000,2931,1000,4
naive,1064,158700,1064,4
smart,1064,4024,1064,4
naive,1133,185400,1132,4
smart,1133,4110,1132,4
naive,1207,212600,1207,4
smart,1207,4038,1207,4
naive,1285,398900,1285,4
smart,1285,3947,1285,4
naive,1368,412800,1368,4
smart,1368,7175,1368,4
naive,1457,489000,1457,4
smart,1457,5908,1457,4
naive,1551,489000,1551,4
smart,1551,6109,1551,4
naive,1652,377000,1652,4
smart,1652,4237,1652,4
naive,1759,740100,1758,4
smart,1759,10405,1758,4
naive,1873,786700,1873,4
smart,1873,17033,1873,4
naive,1994,582800,1993,4
smart,1994,6910,1993,4
naive,2123,670400,2123,4
smart,2123,6151,2123,4
naive,2261,777100,2261,4
smart,2261,8196,2261,4
naive,2408,844200,2408,4
smart,2408,7838,2408,4
naive,2564,1875600,2562,4
smart,2564,10805,2562,4
naive,2730,1646300,2726,4
smart,2730,17316,2726,4
naive,2907,1544900,2907,4
smart,2907,13706,2907,4
naive,3095,1457000,3094,4
smart,3095,15057,3094,4
naive,3295,1582600,3295,4
smart,3295,15961,3295,4
naive,3509,1827900,3508,4
smart,3509,18454,3508,4
naive,3736,3098300,3736,4
smart,3736,16991,3736,4
naive,3978,2330700,3978,4
smart,3978,16400,3978,4
naive,4236,2770200,4236,4
smart,4236,18663,4236,4
naive,4511,3976500,4511,4
smart,4511,29028,4511,4
naive,4803,3398100,4802,4
smart,4803,29685,4802,4
naive,5114,4471800,5114,4
smart,5114,79300,5114,4
naive,5446,4348600,5445,4
smart,5446,34000,5445,4
naive,5798,6712700,5798,4
smart,5798,36233,5798,4
naive,6174,6054400,6174,4
smart,6174,40640,6174,4
naive,6574,7747300,6574,4
smart,6574,43440,6574,4
naive,7000,8593100,7000,4
smart,7000,45320,7000,4
naive,7454,9203200,7454,4
smart,7454,53475,7454,4
naive,7937,11006200,7937,4
smart,7937,52575,7937,4
naive,8451,11744400,8451,4
smart,8451,52050,8451,4
naive,8998,13460900,8998,4
smart,8998,55100,8998,4
naive,9581,15693000,9581,4
smart,9581,53500,9581,4
naive,10202,16615600,10201,4
smart,10202,57275,10201,4
naive,10863,20431900,10863,4
smart,10863,74966,10863,4
naive,11567,22339700,11565,4
smart,11567,73700,11565,4
naive,12316,23708400,12316,4
smart,12316,81666,12316,4
naive,13114,27979100,13112,4
smart,13114,90566,13112,4
naive,13964,30399300,13964,4
smart,13964,76066,13964,4
naive,14868,37155400,14868,4
smart,14868,79433,14868,4
naive,15832,38365000,15831,4
smart,15832,92900,15831,4
naive,16857,45458100,16857,4
smart,16857,109800,16857,4
naive,17950,50872800,17945,4
smart,17950,131850,17945,4
naive,19113,55789100,19112,4
smart,19113,132600,19112,4
naive,20351,63257000,20351,4
smart,20351,138900,20351,4
naive,21669,70323000,21669,4
smart,21669,146300,21669,4
naive,23073,81605200,23072,4
smart,23073,137950,23072,4
naive,24568,90122300,24564,4
smart,24568,126900,24564,4
naive,26160,101752400,26160,4
smart,26160,147500,26160,4
naive,27854,117593200,27854,4
smart,27854,178150,27854,4
naive,29659,128636300,29658,4
smart,29659,182300,29658,4
naive,31581,145630800,31581,4
smart,31581,283000,31581,4
naive,33627,167005300,33627,4
smart,33627,241100,33627,4
naive,35805,186635200,35804,4
smart,35805,381800,35804,4
naive,38125,212655900,38125,4
smart,38125,227400,38125,4
naive,40595,263811800,40595,4
smart,40595,266800,40595,4
naive,43225,274070600,43223,4
smart,43225,324300,43223,4
naive,46025,310495400,46024,4
smart,46025,389500,46024,4
naive,49007,348353200,49006,4
smart,49007,361900,49006,4
naive,52182,395861900,52181,4
smart,52182,398900,52181,4
naive,55563,451424800,55563,4
smart,55563,425400,55563,4
naive,59163,514660600,59163,4
smart,59163,413200,59163,4
naive,62996,579432200,62996,4
smart,62996,400200,62996,4
naive,67077,687295800,67076,4
smart,67077,427900,67076,4
naive,71422,743983100,71420,4
smart,71422,525100,71420,4
naive,76050,854995000,76049,4
smart,76050,534200,76049,4
naive,80977,955519000,80977,4
smart,80977,573000,80977,4
naive,86223,1111124900,86222,4
smart,86223,550300,86222,4
naive,91809,1274070600,91808,4
smart,91809,709000,91808,4
naive,97757,1393417800,97755,4
smart,97757,895200,97755,4
naive,104090,1613403300,104089,4
smart,104090,622300,104089,4
naive,110834,1838402800,110834,4
smart,110834,674100,110834,4
naive,118014,2066601100,118014,4
smart,118014,851300,118014,4
naive,125660,2341684700,125658,4
smart,125660,873500,125658,4
naive,133801,2652114100,133801,4
smart,133801,813600,133801,4
naive,142470,2991928800,142469,4
smart,142470,996200,142469,4
naive,151700,3382699900,151700,4
smart,151700,991900,151700,4
naive,161528,3832652200,161528,4
smart,161528,1102600,161528,4
naive,171992,4333508300,171992,4
smart,171992,1039900,171992,4
naive,183135,4923275800,183134,4
smart,183135,1217200,183134,4
naive,195000,5567673800,195000,4
smart,195000,1375100,195000,4
naive,207633,6333737800,207633,4
smart,207633,1438400,207633,4
naive,221085,7176022300,221082,4
smart,221085,1491200,221082,4
naive,235408,8134049600,235408,4
smart,235408,1518700,235408,4
naive,250659,9527675500,250657,4
smart,250659,1690800,250657,4
naive,266898,10426121100,266898,4
smart,266898,1718900,266898,4
naive,284190,11824658000,284189,4
smart,284190,2267700,284189,4
naive,302601,13408869800,302601,4
smart,302601,2033900,302601,4
naive,322206,15373156300,322206,4
smart,322206,2071100,322206,4
naive,343080,17217091900,343078,4
smart,343080,2487800,343078,4
naive,365307,19525041100,365305,4
smart,365307,2551600,365305,4
naive,388974,22185462600,388974,4
smart,388974,2355900,388974,4
naive,414174,25182892300,414173,4
smart,414174,2579200,414173,4
naive,441006,28505249000,441006,4
smart,441006,3453400,441006,4
naive,469577,32518152300,469576,4
smart,469577,3108800,469576,4
naive,500000,36664865200,500000,4
smart,500000,3004000,500000,4
naive,1000,156300,999,5
smart,1000,3460,999,5
naive,1064,234500,1063,5
smart,1064,3519,1063,5
naive,1133,185900,1133,5
smart,1133,3519,1133,5
naive,1207,214200,1207,5
smart,1207,3663,1207,5
naive,1285,237900,1285,5
smart,1285,3798,1285,5
naive,1368,427100,1368,5
smart,1368,4662,1368,5
naive,1457,427500,1456,5
smart,1457,5844,1456,5
naive,1551,320200,1551,5
smart,1551,5321,1551,5
naive,1652,486700,1652,5
smart,1652,5176,1652,5
naive,1759,437800,1758,5
smart,1759,5644,1758,5
naive,1873,498700,1873,5
smart,1873,6106,1873,5
naive,1994,575700,1993,5
smart,1994,7888,1993,5
naive,2123,1234900,2123,5
smart,2123,15576,2123,5
naive,2261,877300,2261,5
smart,2261,11970,2261,5
naive,2408,910300,2408,5
smart,2408,12806,2408,5
naive,2564,1040700,2564,5
smart,2564,20430,2564,5
naive,2730,1050800,2730,5
smart,2730,20030,2730,5
naive,2907,1231800,2907,5
smart,2907,16750,2907,5
naive,3095,2346300,3094,5
smart,3095,25187,3094,5
naive,3295,1590900,3295,5
smart,3295,26387,3295,5
naive,3509,1795600,3508,5
smart,3509,25637,3508,5
naive,3736,2092200,3735,5
smart,3736,23400,3735,5
naive,3978,3451000,3977,5
smart,3978,29485,3977,5
naive,4236,2895300,4235,5
smart,4236,26225,4235,5
naive,4511,3281900,4511,5
smart,4511,27437,4511,5
naive,4803,3702300,4803,5
smart,4803,23433,4803,5
naive,5114,5012600,5112,5
smart,5114,31942,5112,5
naive,5446,4492000,5446,5
smart,5446,29757,5446,5
naive,5798,5104800,5797,5
smart,5798,33633,5797,5
naive,6174,5574100,6174,5
smart,6174,35816,6174,5
naive,6574,8098300,6574,5
smart,6574,36983,6574,5
naive,7000,8422400,6999,5
smart,7000,50525,6999,5
naive,7454,8852600,7453,5
smart,7454,59575,7453,5
naive,7937,9667100,7937,5
smart,7937,49200,7937,5
naive,8451,12118500,8451,5
smart,8451,56975,8451,5
naive,8998,16574200,8997,5
smart,8998,60100,8997,5
naive,9581,14334600,9581,5
smart,9581,63975,9581,5
naive,10202,17502400,10202,5
smart,10202,68600,10202,5
naive,10863,19538600,10863,5
smart,10863,74500,10863,5
naive,11567,22086700,11567,5
smart,11567,63675,11567,5
naive,12316,23494800,12316,5
smart,12316,73800,12316,5
naive,13114,28105300,13112,5
smart,13114,89500,13112,5
naive,13964,31289200,13964,5
smart,13964,79333,13964,5
naive,14868,34090100,14867,5
smart,14868,95400,14867,5
naive,15832,39677300,15830,5
smart,15832,111350,15830,5
naive,16857,43123500,16857,5
smart,16857,93866,16857,5
naive,17950,49810200,17950,5
smart,17950,95900,17950,5
naive,19113,55523800,19112,5
smart,19113,159950,19112,5
naive,20351,63596900,20349,5
smart,20351,137600,20349,5
naive,21669,69793400,21669,5
smart,21669,145850,21669,5
naive,23073,81171700,23073,5
smart,23073,129150,23073,5
naive,24568,91200200,24567,5
smart,24568,158600,24567,5
naive,26160,101108400,26160,5
smart,26160,138850,26160,5
naive,27854,114540400,27854,5
smart,27854,307700,27854,5
naive,29659,131417500,29658,5
smart,29659,187450,29658,5
naive,31581,157879500,31581,5
smart,31581,213300,31581,5
naive,33627,184285900,33627,5
smart,33627,221900,33627,5
naive,35805,190647900,35804,5
smart,35805,267900,35804,5
naive,38125,215861500,38125,5
smart,38125,268800,38125,5
naive,40595,242764400,40595,5
smart,40595,247400,40595,5
naive,43225,272235200,43224,5
smart,43225,377300,43224,5
naive,46025,310549200,46025,5
smart,46025,331600,46025,5
naive,49007,352178700,49007,5
smart,49007,393200,49007,5
naive,52182,399316700,52182,5
smart,52182,342000,52182,5
naive,55563,450883600,55562,5
smart,55563,414300,55562,5
naive,59163,511818600,59161,5
smart,59163,441600,59161,5
naive,62996,598237300,62996,5
smart,62996,430300,62996,5
naive,67077,663387500,67074,5
smart,67077,486800,67074,5
naive,71422,746011800,71420,5
smart,71422,578000,71420,5
naive,76050,854663500,76050,5
smart,76050,511000,76050,5
naive,80977,956322100,80976,5
smart,80977,569200,80976,5
naive,86223,1123328300,86223,5
smart,86223,583200,86223,5
naive,91809,1275393500,91809,5
smart,91809,496700,91809,5
naive,97757,1391736900,97757,5
smart,97757,601100,97757,5
naive,104090,1587874400,104088,5
smart,104090,721300,104088,5
naive,110834,1844149100,110834,5
smart,110834,748800,110834,5
